transcript_ref,transcript_base,transcript_version
NM_001321449.1,NM_001321449,1
NM_001321454.2,NM_001321454,2
NM_001321455.2,NM_001321455,2
NM_001321458.2,NM_001321458,2
NM_001321459.2,NM_001321459,2
NM_001321460.2,NM_001321460,2
NM_001321463.2,NM_001321463,2
NM_001321468.1,NM_001321468,1
NM_001321469.1,NM_001321469,1
NM_001321470.1,NM_001321470,1
NM_001321471.2,NM_001321471,2
NM_001321473.2,NM_001321473,2
NM_001321474.1,NM_001321474,1
NM_001321475.1,NM_001321475,1
NM_001321477.1,NM_001321477,1
NM_001321478.1,NM_001321478,1
NM_001321479.1,NM_001321479,1
NM_001321480.1,NM_001321480,1
NM_001321481.1,NM_001321481,1
NM_001321483.2,NM_001321483,2
NM_001321484.2,NM_001321484,2
NM_001321485.2,NM_001321485,2
NM_001321496.2,NM_001321496,2
NM_001321498.2,NM_001321498,2
NM_001321499.2,NM_001321499,2
NM_001321500.2,NM_001321500,2
NM_001321501.2,NM_001321501,2
NM_001321502.2,NM_001321502,2
NM_001321503.2,NM_001321503,2
NM_001321504.2,NM_001321504,2
NM_001321505.2,NM_001321505,2
NM_001321506.2,NM_001321506,2
NM_001321507.2,NM_001321507,2
NM_001321508.2,NM_001321508,2
NM_001321509.2,NM_001321509,2
NM_001321510.2,NM_001321510,2
NM_001321511.2,NM_001321511,2
NM_001321512.2,NM_001321512,2
NM_001321513.2,NM_001321513,2
NM_001321514.2,NM_001321514,2
NM_001321515.2,NM_001321515,2
NM_001321518.1,NM_001321518,1
NM_001321519.2,NM_001321519,2
NM_001321522.2,NM_001321522,2
NM_001321523.2,NM_001321523,2
NM_001321524.2,NM_001321524,2
NM_001321525.2,NM_001321525,2
NM_001321526.2,NM_001321526,2
NM_001321527.2,NM_001321527,2
NM_001321528.2,NM_001321528,2
NM_001321529.2,NM_001321529,2
NM_001321530.2,NM_001321530,2
NM_001321531.2,NM_001321531,2
NM_001321532.2,NM_001321532,2
NM_001321533.2,NM_001321533,2
NM_001321534.2,NM_001321534,2
NM_001321538.3,NM_001321538,3
NM_001321539.3,NM_001321539,3
NM_001321541.2,NM_001321541,2
NM_001321542.2,NM_001321542,2
NM_001321544.2,NM_001321544,2
NM_001321546.2,NM_001321546,2
NM_001321547.2,NM_001321547,2
NM_001321548.2,NM_001321548,2
NM_001321550.2,NM_001321550,2
NM_001321551.1,NM_001321551,1
NM_001321552.1,NM_001321552,1
NM_001321553.1,NM_001321553,1
NM_001321560.2,NM_001321560,2
NM_001321561.2,NM_001321561,2
NM_001321566.2,NM_001321566,2
NM_001321567.2,NM_001321567,2
NM_001321568.2,NM_001321568,2
NM_001321569.2,NM_001321569,2
NM_001321570.2,NM_001321570,2
NM_001321571.2,NM_001321571,2
NM_001321572.2,NM_001321572,2
NM_001321573.2,NM_001321573,2
NM_001321574.2,NM_001321574,2
NM_001321575.2,NM_001321575,2
NM_001321576.2,NM_001321576,2
NM_001321577.2,NM_001321577,2
NM_001321578.2,NM_001321578,2
NM_001321579.2,NM_001321579,2
NM_001321580.2,NM_001321580,2
NM_001321581.2,NM_001321581,2
NM_001321582.2,NM_001321582,2
NM_001321583.2,NM_001321583,2
NM_001321584.2,NM_001321584,2
NM_001321585.2,NM_001321585,2
NM_001321586.2,NM_001321586,2
NM_001321587.2,NM_001321587,2
NM_001321588.2,NM_001321588,2
NM_001321589.2,NM_001321589,2
NM_001321590.2,NM_001321590,2
NM_001321591.2,NM_001321591,2
NM_001321592.2,NM_001321592,2
NM_001321594.2,NM_001321594,2
NM_001321596.1,NM_001321596,1
NM_001321601.2,NM_001321601,2
NM_001321605.2,NM_001321605,2
NM_001321612.2,NM_001321612,2
NM_001321617.2,NM_001321617,2
NM_001321618.1,NM_001321618,1
NM_001321619.2,NM_001321619,2
NM_001321621.2,NM_001321621,2
NM_001321622.2,NM_001321622,2
NM_001321623.1,NM_001321623,1
NM_001321624.1,NM_001321624,1
NM_001321625.2,NM_001321625,2
NM_001321626.2,NM_001321626,2
NM_001321627.1,NM_001321627,1
NM_001321628.2,NM_001321628,2
NM_001321629.1,NM_001321629,1
NM_001321630.2,NM_001321630,2
NM_001321635.2,NM_001321635,2
NM_001321636.2,NM_001321636,2
NM_001321643.2,NM_001321643,2
NM_001321645.3,NM_001321645,3
NM_001321646.2,NM_001321646,2
NM_001321647.2,NM_001321647,2
NM_001321648.2,NM_001321648,2
NM_001321675.2,NM_001321675,2
NM_001321676.2,NM_001321676,2
NM_001321677.2,NM_001321677,2
NM_001321678.2,NM_001321678,2
NM_001321679.2,NM_001321679,2
NM_001321680.2,NM_001321680,2
NM_001321681.2,NM_001321681,2
NM_001321685.2,NM_001321685,2
NM_001321688.2,NM_001321688,2
NM_001321690.1,NM_001321690,1
NM_001321691.2,NM_001321691,2
NM_001321693.2,NM_001321693,2
NM_001321694.2,NM_001321694,2
NM_001321697.2,NM_001321697,2
NM_001321698.1,NM_001321698,1
NM_001321699.1,NM_001321699,1
NM_001321701.2,NM_001321701,2
NM_001321702.2,NM_001321702,2
NM_001321703.2,NM_001321703,2
NM_001321704.2,NM_001321704,2
NM_001321705.2,NM_001321705,2
NM_001321706.2,NM_001321706,2
NM_001321707.2,NM_001321707,2
NM_001321708.2,NM_001321708,2
NM_001321709.2,NM_001321709,2
NM_001321710.2,NM_001321710,2
NM_001321711.2,NM_001321711,2
NM_001321712.2,NM_001321712,2
NM_001321713.2,NM_001321713,2
NM_001321721.2,NM_001321721,2
NM_001321722.2,NM_001321722,2
NM_001321724.3,NM_001321724,3
NM_001321726.1,NM_001321726,1
NM_001321727.1,NM_001321727,1
NM_001321728.1,NM_001321728,1
NM_001321729.2,NM_001321729,2
NM_001321730.2,NM_001321730,2
NM_001321731.2,NM_001321731,2
NM_001321732.2,NM_001321732,2
NM_001321733.2,NM_001321733,2
NM_001321734.2,NM_001321734,2
NM_001321739.2,NM_001321739,2
NM_001321740.2,NM_001321740,2
NM_001321741.2,NM_001321741,2
NM_001321742.2,NM_001321742,2
NM_001321743.1,NM_001321743,1
NM_001321744.1,NM_001321744,1
NM_001321745.1,NM_001321745,1
NM_001321746.2,NM_001321746,2
NM_001321747.2,NM_001321747,2
NM_001321748.2,NM_001321748,2
NM_001321749.2,NM_001321749,2
NM_001321756.2,NM_001321756,2
NM_001321757.2,NM_001321757,2
NM_001321758.2,NM_001321758,2
NM_001321759.2,NM_001321759,2
NM_001321760.2,NM_001321760,2
NM_001321761.2,NM_001321761,2
NM_001321766.2,NM_001321766,2
NM_001321768.2,NM_001321768,2
NM_001321770.2,NM_001321770,2
NM_001321772.2,NM_001321772,2
NM_001321773.2,NM_001321773,2
NM_001321775.2,NM_001321775,2
NM_001321776.2,NM_001321776,2
NM_001321777.2,NM_001321777,2
NM_001321778.2,NM_001321778,2
NM_001321781.3,NM_001321781,3
NM_001321782.3,NM_001321782,3
NM_001321783.2,NM_001321783,2
NM_001321784.2,NM_001321784,2
NM_001321785.2,NM_001321785,2
NM_001321786.1,NM_001321786,1
NM_001321787.2,NM_001321787,2
NM_001321788.2,NM_001321788,2
NM_001321789.1,NM_001321789,1
NM_001321790.2,NM_001321790,2
NM_001321791.2,NM_001321791,2
NM_001321792.2,NM_001321792,2
NM_001321793.2,NM_001321793,2
NM_001321794.2,NM_001321794,2
NM_001321795.2,NM_001321795,2
NM_001321796.2,NM_001321796,2
NM_001321797.2,NM_001321797,2
NM_001321798.2,NM_001321798,2
NM_001321799.2,NM_001321799,2
NM_001321800.2,NM_001321800,2
NM_001321801.2,NM_001321801,2
NM_001321802.2,NM_001321802,2
NM_001321803.2,NM_001321803,2
NM_001321805.2,NM_001321805,2
NM_001321806.2,NM_001321806,2
NM_001321807.2,NM_001321807,2
NM_001321808.2,NM_001321808,2
NM_001321809.2,NM_001321809,2
NM_001321810.2,NM_001321810,2
NM_001321811.2,NM_001321811,2
NM_001321812.1,NM_001321812,1
NM_001321813.1,NM_001321813,1
NM_001321814.2,NM_001321814,2
NM_001321815.1,NM_001321815,1
NM_001321816.2,NM_001321816,2
NM_001321817.2,NM_001321817,2
NM_001321818.2,NM_001321818,2
NM_001321819.1,NM_001321819,1
NM_001321820.2,NM_001321820,2
NM_001321821.2,NM_001321821,2
NM_001321822.2,NM_001321822,2
NM_001321825.2,NM_001321825,2
NM_001321826.2,NM_001321826,2
NM_001321827.2,NM_001321827,2
NM_001321828.1,NM_001321828,1
NM_001321829.1,NM_001321829,1
NM_001321830.2,NM_001321830,2
NM_001321831.2,NM_001321831,2
NM_001321833.2,NM_001321833,2
NM_001321834.2,NM_001321834,2
NM_001321835.2,NM_001321835,2
NM_001321836.2,NM_001321836,2
NM_001321837.2,NM_001321837,2
NM_001321838.2,NM_001321838,2
NM_001321839.2,NM_001321839,2
NM_001321844.2,NM_001321844,2
NM_001321845.2,NM_001321845,2
NM_001321846.2,NM_001321846,2
NM_001321847.2,NM_001321847,2
NM_001321848.2,NM_001321848,2
NM_001321851.1,NM_001321851,1
NM_001321852.2,NM_001321852,2
NM_001321853.2,NM_001321853,2
NM_001321854.2,NM_001321854,2
NM_001321855.2,NM_001321855,2
NM_001321856.2,NM_001321856,2
NM_001321857.2,NM_001321857,2
NM_001321858.2,NM_001321858,2
NM_001321859.2,NM_001321859,2
NM_001321860.1,NM_001321860,1
NM_001321861.2,NM_001321861,2
NM_001321862.2,NM_001321862,2
NM_001321863.2,NM_001321863,2
NM_001321864.1,NM_001321864,1
NM_001321865.1,NM_001321865,1
NM_001321866.4,NM_001321866,4
NM_001321867.3,NM_001321867,3
NM_001321868.2,NM_001321868,2
NM_001321869.2,NM_001321869,2
NM_001321870.2,NM_001321870,2
NM_001321871.2,NM_001321871,2
NM_001321872.2,NM_001321872,2
NM_001321873.2,NM_001321873,2
NM_001321874.2,NM_001321874,2
NM_001321875.2,NM_001321875,2
NM_001321876.2,NM_001321876,2
NM_001321877.2,NM_001321877,2
NM_001321878.2,NM_001321878,2
NM_001321879.2,NM_001321879,2
NM_001321881.2,NM_001321881,2
NM_001321882.2,NM_001321882,2
NM_001321883.2,NM_001321883,2
NM_001321884.2,NM_001321884,2
NM_001321885.2,NM_001321885,2
NM_001321886.2,NM_001321886,2
NM_001321887.2,NM_001321887,2
NM_001321888.2,NM_001321888,2
NM_001321889.2,NM_001321889,2
NM_001321890.2,NM_001321890,2
NM_001321891.2,NM_001321891,2
NM_001321892.3,NM_001321892,3
NM_001321893.2,NM_001321893,2
NM_001321894.2,NM_001321894,2
NM_001321895.2,NM_001321895,2
NM_001321896.2,NM_001321896,2
NM_001321897.2,NM_001321897,2
NM_001321898.2,NM_001321898,2
NM_001321899.2,NM_001321899,2
NM_001321900.2,NM_001321900,2
NM_001321901.2,NM_001321901,2
NM_001321902.2,NM_001321902,2
NM_001321903.2,NM_001321903,2
NM_001321904.2,NM_001321904,2
NM_001321905.3,NM_001321905,3
NM_001321906.2,NM_001321906,2
NM_001321907.3,NM_001321907,3
NM_001321908.3,NM_001321908,3
NM_001321909.3,NM_001321909,3
NM_001321910.3,NM_001321910,3
NM_001321911.3,NM_001321911,3
NM_001321912.3,NM_001321912,3
NM_001321913.3,NM_001321913,3
NM_001321914.2,NM_001321914,2
NM_001321917.2,NM_001321917,2
NM_001321918.2,NM_001321918,2
NM_001321919.2,NM_001321919,2
NM_001321920.2,NM_001321920,2
NM_001321921.2,NM_001321921,2
NM_001321922.2,NM_001321922,2
NM_001321923.2,NM_001321923,2
NM_001321924.2,NM_001321924,2
NM_001321926.2,NM_001321926,2
NM_001321927.1,NM_001321927,1
NM_001321928.1,NM_001321928,1
NM_001321929.1,NM_001321929,1
NM_001321931.1,NM_001321931,1
NM_001321932.1,NM_001321932,1
NM_001321933.1,NM_001321933,1
NM_001321934.1,NM_001321934,1
NM_001321935.1,NM_001321935,1
NM_001321936.1,NM_001321936,1
NM_001321937.2,NM_001321937,2
NM_001321938.2,NM_001321938,2
NM_001321939.2,NM_001321939,2
NM_001321940.1,NM_001321940,1
NM_001321941.2,NM_001321941,2
NM_001321942.1,NM_001321942,1
NM_001321943.1,NM_001321943,1
NM_001321944.1,NM_001321944,1
NM_001321945.2,NM_001321945,2
NM_001321946.2,NM_001321946,2
NM_001321947.2,NM_001321947,2
NM_001321948.2,NM_001321948,2
NM_001321949.1,NM_001321949,1
NM_001321950.2,NM_001321950,2
NM_001321952.2,NM_001321952,2
NM_001321953.2,NM_001321953,2
NM_001321954.2,NM_001321954,2
NM_001321957.2,NM_001321957,2
NM_001321958.2,NM_001321958,2
NM_001321959.2,NM_001321959,2
NM_001321960.2,NM_001321960,2
NM_001321961.2,NM_001321961,2
NM_001321962.2,NM_001321962,2
NM_001321963.2,NM_001321963,2
NM_001321964.2,NM_001321964,2
NM_001321965.2,NM_001321965,2
NM_001321966.2,NM_001321966,2
NM_001321967.2,NM_001321967,2
NM_001321968.2,NM_001321968,2
NM_001321969.2,NM_001321969,2
NM_001321970.2,NM_001321970,2
NM_001321971.2,NM_001321971,2
NM_001321972.2,NM_001321972,2
NM_001321973.2,NM_001321973,2
NM_001321974.2,NM_001321974,2
NM_001321975.2,NM_001321975,2
NM_001321976.2,NM_001321976,2
NM_001321978.2,NM_001321978,2
NM_001321979.2,NM_001321979,2
NM_001321980.2,NM_001321980,2
NM_001321981.2,NM_001321981,2
NM_001321982.2,NM_001321982,2
NM_001321983.2,NM_001321983,2
NM_001321984.2,NM_001321984,2
NM_001321985.3,NM_001321985,3
NM_001321986.3,NM_001321986,3
NM_001321987.3,NM_001321987,3
NM_001321988.3,NM_001321988,3
NM_001321989.2,NM_001321989,2
NM_001321990.1,NM_001321990,1
NM_001321991.3,NM_001321991,3
NM_001321992.3,NM_001321992,3
NM_001321993.3,NM_001321993,3
NM_001321994.3,NM_001321994,3
NM_001321995.2,NM_001321995,2
NM_001321996.2,NM_001321996,2
NM_001321997.2,NM_001321997,2
NM_001322.3,NM_001322,3
NM_001322003.2,NM_001322003,2
NM_001322004.2,NM_001322004,2
NM_001322005.2,NM_001322005,2
NM_001322006.2,NM_001322006,2
NM_001322007.2,NM_001322007,2
NM_001322008.2,NM_001322008,2
NM_001322009.2,NM_001322009,2
NM_001322010.2,NM_001322010,2
NM_001322011.2,NM_001322011,2
NM_001322012.2,NM_001322012,2
NM_001322013.2,NM_001322013,2
NM_001322014.2,NM_001322014,2
NM_001322015.2,NM_001322015,2
NM_001322019.2,NM_001322019,2
NM_001322020.2,NM_001322020,2
NM_001322023.2,NM_001322023,2
NM_001322026.2,NM_001322026,2
NM_001322027.3,NM_001322027,3
NM_001322028.2,NM_001322028,2
NM_001322029.2,NM_001322029,2
NM_001322030.3,NM_001322030,3
NM_001322031.2,NM_001322031,2
NM_001322032.2,NM_001322032,2
NM_001322033.2,NM_001322033,2
NM_001322036.1,NM_001322036,1
NM_001322038.2,NM_001322038,2
NM_001322039.2,NM_001322039,2
NM_001322040.2,NM_001322040,2
NM_001322041.2,NM_001322041,2
NM_001322042.2,NM_001322042,2
NM_001322043.2,NM_001322043,2
NM_001322044.1,NM_001322044,1
NM_001322045.2,NM_001322045,2
NM_001322046.2,NM_001322046,2
NM_001322047.1,NM_001322047,1
NM_001322048.2,NM_001322048,2
NM_001322049.2,NM_001322049,2
NM_001322050.2,NM_001322050,2
NM_001322051.2,NM_001322051,2
NM_001322055.2,NM_001322055,2
NM_001322056.2,NM_001322056,2
NM_001322057.2,NM_001322057,2
NM_001322058.2,NM_001322058,2
NM_001322059.2,NM_001322059,2
NM_001322061.4,NM_001322061,4
NM_001322062.2,NM_001322062,2
NM_001322064.3,NM_001322064,3
NM_001322065.3,NM_001322065,3
NM_001322066.2,NM_001322066,2
NM_001322067.2,NM_001322067,2
NM_001322068.2,NM_001322068,2
NM_001322069.1,NM_001322069,1
NM_001322070.2,NM_001322070,2
NM_001322072.3,NM_001322072,3
NM_001322073.2,NM_001322073,2
NM_001322074.2,NM_001322074,2
NM_001322075.2,NM_001322075,2
NM_001322076.2,NM_001322076,2
NM_001322077.3,NM_001322077,3
NM_001322078.3,NM_001322078,3
NM_001322080.2,NM_001322080,2
NM_001322081.2,NM_001322081,2
NM_001322084.2,NM_001322084,2
NM_001322085.2,NM_001322085,2
NM_001322086.2,NM_001322086,2
NM_001322087.2,NM_001322087,2
NM_001322088.2,NM_001322088,2
NM_001322089.2,NM_001322089,2
NM_001322090.2,NM_001322090,2
NM_001322091.2,NM_001322091,2
NM_001322092.2,NM_001322092,2
NM_001322093.2,NM_001322093,2
NM_001322094.2,NM_001322094,2
NM_001322095.2,NM_001322095,2
NM_001322096.2,NM_001322096,2
NM_001322097.2,NM_001322097,2
NM_001322098.2,NM_001322098,2
NM_001322099.2,NM_001322099,2
NM_001322100.2,NM_001322100,2
NM_001322101.2,NM_001322101,2
NM_001322103.1,NM_001322103,1
NM_001322105.2,NM_001322105,2
NM_001322112.2,NM_001322112,2
NM_001322113.2,NM_001322113,2
NM_001322114.2,NM_001322114,2
NM_001322117.1,NM_001322117,1
NM_001322118.1,NM_001322118,1
NM_001322119.1,NM_001322119,1
NM_001322123.1,NM_001322123,1
NM_001322124.1,NM_001322124,1
NM_001322125.2,NM_001322125,2
NM_001322126.2,NM_001322126,2
NM_001322127.1,NM_001322127,1
NM_001322128.2,NM_001322128,2
NM_001322129.2,NM_001322129,2
NM_001322130.2,NM_001322130,2
NM_001322131.2,NM_001322131,2
NM_001322132.2,NM_001322132,2
NM_001322133.2,NM_001322133,2
NM_001322134.2,NM_001322134,2
NM_001322135.2,NM_001322135,2
NM_001322136.1,NM_001322136,1
NM_001322137.2,NM_001322137,2
NM_001322138.2,NM_001322138,2
NM_001322139.2,NM_001322139,2
NM_001322141.2,NM_001322141,2
NM_001322142.2,NM_001322142,2
NM_001322143.2,NM_001322143,2
NM_001322144.2,NM_001322144,2
NM_001322145.2,NM_001322145,2
NM_001322146.2,NM_001322146,2
NM_001322147.2,NM_001322147,2
NM_001322148.2,NM_001322148,2
NM_001322149.2,NM_001322149,2
NM_001322150.2,NM_001322150,2
NM_001322151.2,NM_001322151,2
NM_001322152.2,NM_001322152,2
NM_001322153.2,NM_001322153,2
NM_001322154.2,NM_001322154,2
NM_001322155.2,NM_001322155,2
NM_001322156.2,NM_001322156,2
NM_001322157.3,NM_001322157,3
NM_001322158.2,NM_001322158,2
NM_001322159.3,NM_001322159,3
NM_001322160.2,NM_001322160,2
NM_001322161.2,NM_001322161,2
NM_001322162.2,NM_001322162,2
NM_001322163.2,NM_001322163,2
NM_001322164.2,NM_001322164,2
NM_001322165.2,NM_001322165,2
NM_001322166.2,NM_001322166,2
NM_001322167.2,NM_001322167,2
NM_001322168.1,NM_001322168,1
NM_001322169.2,NM_001322169,2
NM_001322171.2,NM_001322171,2
NM_001322172.2,NM_001322172,2
NM_001322173.2,NM_001322173,2
NM_001322174.2,NM_001322174,2
NM_001322175.2,NM_001322175,2
NM_001322176.2,NM_001322176,2
NM_001322177.2,NM_001322177,2
NM_001322178.2,NM_001322178,2
NM_001322179.2,NM_001322179,2
NM_001322180.2,NM_001322180,2
NM_001322181.2,NM_001322181,2
NM_001322182.2,NM_001322182,2
NM_001322183.2,NM_001322183,2
NM_001322184.2,NM_001322184,2
NM_001322185.2,NM_001322185,2
NM_001322186.2,NM_001322186,2
NM_001322187.2,NM_001322187,2
NM_001322188.2,NM_001322188,2
NM_001322189.2,NM_001322189,2
NM_001322190.2,NM_001322190,2
NM_001322191.2,NM_001322191,2
NM_001322194.2,NM_001322194,2
NM_001322195.2,NM_001322195,2
NM_001322196.2,NM_001322196,2
NM_001322197.2,NM_001322197,2
NM_001322198.2,NM_001322198,2
NM_001322199.2,NM_001322199,2
NM_001322201.2,NM_001322201,2
NM_001322202.2,NM_001322202,2
NM_001322203.1,NM_001322203,1
NM_001322204.2,NM_001322204,2
NM_001322205.2,NM_001322205,2
NM_001322206.2,NM_001322206,2
NM_001322207.2,NM_001322207,2
NM_001322208.2,NM_001322208,2
NM_001322209.2,NM_001322209,2
NM_001322210.2,NM_001322210,2
NM_001322211.2,NM_001322211,2
NM_001322212.2,NM_001322212,2
NM_001322214.3,NM_001322214,3
NM_001322215.2,NM_001322215,2
NM_001322216.2,NM_001322216,2
NM_001322217.2,NM_001322217,2
NM_001322218.3,NM_001322218,3
NM_001322219.2,NM_001322219,2
NM_001322220.3,NM_001322220,3
NM_001322221.2,NM_001322221,2
NM_001322224.3,NM_001322224,3
NM_001322225.2,NM_001322225,2
NM_001322226.2,NM_001322226,2
NM_001322227.2,NM_001322227,2
NM_001322228.2,NM_001322228,2
NM_001322229.2,NM_001322229,2
NM_001322230.2,NM_001322230,2
NM_001322231.2,NM_001322231,2
NM_001322232.2,NM_001322232,2
NM_001322233.2,NM_001322233,2
NM_001322234.2,NM_001322234,2
NM_001322235.2,NM_001322235,2
NM_001322236.2,NM_001322236,2
NM_001322237.2,NM_001322237,2
NM_001322238.2,NM_001322238,2
NM_001322239.2,NM_001322239,2
NM_001322240.2,NM_001322240,2
NM_001322242.2,NM_001322242,2
NM_001322243.2,NM_001322243,2
NM_001322244.2,NM_001322244,2
NM_001322246.3,NM_001322246,3
NM_001322247.2,NM_001322247,2
NM_001322248.2,NM_001322248,2
NM_001322249.4,NM_001322249,4
NM_001322250.2,NM_001322250,2
NM_001322251.2,NM_001322251,2
NM_001322252.2,NM_001322252,2
NM_001322253.2,NM_001322253,2
NM_001322254.2,NM_001322254,2
NM_001322255.2,NM_001322255,2
NM_001322256.2,NM_001322256,2
NM_001322257.1,NM_001322257,1
NM_001322258.2,NM_001322258,2
NM_001322259.2,NM_001322259,2
NM_001322260.2,NM_001322260,2
NM_001322261.2,NM_001322261,2
NM_001322262.2,NM_001322262,2
NM_001322263.2,NM_001322263,2
NM_001322266.2,NM_001322266,2
NM_001322267.2,NM_001322267,2
NM_001322270.2,NM_001322270,2
NM_001322271.2,NM_001322271,2
NM_001322272.2,NM_001322272,2
NM_001322278.2,NM_001322278,2
NM_001322279.2,NM_001322279,2
NM_001322280.2,NM_001322280,2
NM_001322281.2,NM_001322281,2
NM_001322282.2,NM_001322282,2
NM_001322284.2,NM_001322284,2
NM_001322285.1,NM_001322285,1
NM_001322286.2,NM_001322286,2
NM_001322288.2,NM_001322288,2
NM_001322289.2,NM_001322289,2
NM_001322290.2,NM_001322290,2
NM_001322291.2,NM_001322291,2
NM_001322293.2,NM_001322293,2
NM_001322294.2,NM_001322294,2
NM_001322295.2,NM_001322295,2
NM_001322296.2,NM_001322296,2
NM_001322297.2,NM_001322297,2
NM_001322298.2,NM_001322298,2
NM_001322299.2,NM_001322299,2
NM_001322300.2,NM_001322300,2
NM_001322302.2,NM_001322302,2
NM_001322303.2,NM_001322303,2
NM_001322304.2,NM_001322304,2
NM_001322305.2,NM_001322305,2
NM_001322306.2,NM_001322306,2
NM_001322308.3,NM_001322308,3
NM_001322309.3,NM_001322309,3
NM_001322310.2,NM_001322310,2
NM_001322311.2,NM_001322311,2
NM_001322312.3,NM_001322312,3
NM_001322313.2,NM_001322313,2
NM_001322314.4,NM_001322314,4
NM_001322315.2,NM_001322315,2
NM_001322320.2,NM_001322320,2
NM_001322321.2,NM_001322321,2
NM_001322322.2,NM_001322322,2
NM_001322323.2,NM_001322323,2
NM_001322324.2,NM_001322324,2
NM_001322325.2,NM_001322325,2
NM_001322327.2,NM_001322327,2
NM_001322329.2,NM_001322329,2
NM_001322330.2,NM_001322330,2
NM_001322331.2,NM_001322331,2
NM_001322332.2,NM_001322332,2
NM_001322335.2,NM_001322335,2
NM_001322336.2,NM_001322336,2
NM_001322337.2,NM_001322337,2
NM_001322339.2,NM_001322339,2
NM_001322340.2,NM_001322340,2
NM_001322341.2,NM_001322341,2
NM_001322342.1,NM_001322342,1
NM_001322343.1,NM_001322343,1
NM_001322344.2,NM_001322344,2
NM_001322346.2,NM_001322346,2
NM_001322347.2,NM_001322347,2
NM_001322348.2,NM_001322348,2
NM_001322349.2,NM_001322349,2
NM_001322350.2,NM_001322350,2
NM_001322351.2,NM_001322351,2
NM_001322352.2,NM_001322352,2
NM_001322354.2,NM_001322354,2
NM_001322355.2,NM_001322355,2
NM_001322356.2,NM_001322356,2
NM_001322362.2,NM_001322362,2
NM_001322364.2,NM_001322364,2
NM_001322365.2,NM_001322365,2
NM_001322366.1,NM_001322366,1
NM_001322367.1,NM_001322367,1
NM_001322370.2,NM_001322370,2
NM_001322371.2,NM_001322371,2
NM_001322373.2,NM_001322373,2
NM_001322374.2,NM_001322374,2
NM_001322375.2,NM_001322375,2
NM_001322376.2,NM_001322376,2
NM_001322378.2,NM_001322378,2
NM_001322379.2,NM_001322379,2
NM_001322380.2,NM_001322380,2
NM_001322381.2,NM_001322381,2
NM_001322382.2,NM_001322382,2
NM_001322383.2,NM_001322383,2
NM_001322384.2,NM_001322384,2
NM_001322385.2,NM_001322385,2
NM_001322386.2,NM_001322386,2
NM_001322387.2,NM_001322387,2
NM_001322388.2,NM_001322388,2
NM_001322389.2,NM_001322389,2
NM_001322390.2,NM_001322390,2
NM_001322391.2,NM_001322391,2
NM_001322392.2,NM_001322392,2
NM_001322393.2,NM_001322393,2
NM_001322394.2,NM_001322394,2
NM_001322395.2,NM_001322395,2
NM_001322396.2,NM_001322396,2
NM_001322397.2,NM_001322397,2
NM_001322398.2,NM_001322398,2
NM_001322400.1,NM_001322400,1
NM_001322402.3,NM_001322402,3
NM_001322404.2,NM_001322404,2
NM_001322405.2,NM_001322405,2
NM_001322406.2,NM_001322406,2
NM_001322407.2,NM_001322407,2
NM_001322408.2,NM_001322408,2
NM_001322409.2,NM_001322409,2
NM_001322410.2,NM_001322410,2
NM_001322412.2,NM_001322412,2
NM_001322413.2,NM_001322413,2
NM_001322414.2,NM_001322414,2
NM_001322415.2,NM_001322415,2
NM_001322416.2,NM_001322416,2
NM_001322417.2,NM_001322417,2
NM_001322418.2,NM_001322418,2
NM_001322419.2,NM_001322419,2
NM_001322421.2,NM_001322421,2
